67,47
41,76
3,31
17,23
48,45
27,41
61,7
37,59
29,04
41,78
34,94
29,17
27,06
44,49
25,58
22,51
66,27
52,18
28,5
18,14
31,07
35,02
31,91
29,32
35,61
57,91
50,68
49,45
29,88
26,24
34,67
22,44
14,56
33,7
45,46
63,18
12,99
57,8
42,82
50,48
30,99
36,43
28,76
16,23
33,65
39,79
34,28
-0,28
31,47
31,45
10,09
